experiment,iteration,sigma,attributes,objects,closure
335,2,2098,30,0,7
336,0,4298,40,202599,0
336,1,996,30,488,5
336,2,502,22,0,7
337,0,4298,40,202599,0
337,1,3700,37,1692,3
337,2,1852,28,0,7
338,0,4298,40,202599,0
338,1,3699,37,666,3
338,2,510,30,0,7
339,0,4298,40,202599,0
339,1,3700,37,558,3
339,2,472,22,0,8
340,0,4298,40,202599,0
340,1,3700,37,558,3
340,2,2097,30,0,7
341,0,4298,40,202599,0
341,1,3696,36,475,4
341,2,2093,27,0,8
342,0,4298,40,202599,0
342,1,3638,37,1481,3
342,2,1856,29,0,7
343,0,4298,40,202599,0
343,1,984,36,660,4
343,2,462,23,1,8
344,0,4298,40,202599,0
344,1,2614,36,666,4
344,2,1959,25,0,7
345,0,4298,40,202599,0
345,1,3595,34,236,4
345,2,1715,27,0,8
346,0,4298,40,202599,0
346,1,2269,33,227,5
346,2,637,26,0,10
347,0,4298,40,202599,0
347,1,3700,37,1534,3
347,2,508,31,0,7
348,0,4298,40,202599,0
348,1,1009,35,223,4
348,2,788,28,0,9
349,0,4298,40,202599,0
349,1,2496,35,806,4
349,2,608,26,42,8
349,3,317,24,3,12
349,4,31,13,0,17
350,0,4298,40,202599,0
350,1,2526,36,305,4
350,2,737,30,1,9
351,0,4298,40,202599,0
351,1,2202,35,317,5
351,2,954,32,2,7
351,3,546,25,0,12
352,0,4298,40,202599,0
352,1,3700,36,388,3
352,2,2155,31,0,6
353,0,4298,40,202599,0
353,1,2110,34,1886,5
353,2,690,29,418,8
353,3,224,18,0,10
354,0,4298,40,202599,0
354,1,2523,36,1936,4
354,2,1959,25,0,7
355,0,4298,40,202599,0
355,1,3700,37,1089,3
355,2,1929,24,0,8
356,0,4298,40,202599,0
356,1,2220,30,611,6
356,2,644,28,27,9
356,3,189,8,0,15
357,0,4298,40,202599,0
357,1,3633,36,556,4
357,2,2131,25,1,11
358,0,4298,40,202599,0
358,1,3491,36,1186,4
358,2,1982,30,0,7
359,0,4298,40,202599,0
359,1,2642,36,477,4
359,2,2004,22,0,8
360,0,4298,40,202599,0
360,1,3660,31,1393,4
360,2,1856,24,0,9
361,0,4298,40,202599,0
361,1,2541,34,402,4
361,2,773,29,4,8
361,3,303,21,0,13
362,0,4298,40,202599,0
362,1,3427,36,328,4
362,2,1853,25,0,7
363,0,4298,40,202599,0
363,1,3700,37,1534,3
363,2,2002,29,0,7
364,0,4298,40,202599,0
364,1,991,34,262,4
364,2,458,24,8,9
364,3,321,25,0,11
365,0,4298,40,202599,0
365,1,3643,36,1099,4
365,2,1796,27,0,8
366,0,4298,40,202599,0
366,1,2388,33,229,5
366,2,1899,29,0,7
367,0,4298,40,202599,0
367,1,3678,36,785,4
367,2,2051,29,0,7
368,0,4298,40,202599,0
368,1,3700,37,1692,3
368,2,500,29,0,7
369,0,4298,40,202599,0
369,1,2658,36,3116,3
369,2,2109,28,0,6
370,0,4298,40,202599,0
370,1,3588,35,336,4
370,2,1857,27,3,10
370,3,814,13,0,13
371,0,4298,40,202599,0
371,1,1008,36,326,4
371,2,507,30,0,7
372,0,4298,40,202599,0
372,1,2517,35,617,4
372,2,2024,29,0,8
373,0,4298,40,202599,0
373,1,983,34,655,5
373,2,482,28,0,8
374,0,4298,40,202599,0
374,1,951,32,387,5
374,2,454,22,0,10
375,0,4298,40,202599,0
375,1,2545,36,275,4
375,2,761,28,0,9
376,0,4298,40,202599,0
376,1,2400,35,1174,5
376,2,1874,21,0,8
377,0,4298,40,202599,0
377,1,3459,36,285,4
377,2,1631,28,4,10
377,3,115,17,0,13
378,0,4298,40,202599,0
378,1,2599,34,216,4
378,2,2102,30,0,7
379,0,4298,40,202599,0
379,1,2519,35,278,5
379,2,1900,24,0,8
380,0,4298,40,202599,0
380,1,3700,37,558,3
380,2,2138,27,0,7
381,0,4298,40,202599,0
381,1,2470,36,3188,4
381,2,696,32,85,8
381,3,250,17,0,10
382,0,4298,40,202599,0
382,1,2449,32,325,5
382,2,1496,23,4,10
382,3,1157,14,0,12
383,0,4298,40,202599,0
383,1,3662,34,5295,3
383,2,2036,27,0,6
384,0,4298,40,202599,0
384,1,2658,36,3116,3
384,2,2085,27,0,8
385,0,4298,40,202599,0
385,1,2567,35,270,4
385,2,2059,25,0,8
386,0,4298,40,202599,0
386,1,1011,34,216,4
386,2,452,20,0,10
387,0,4298,40,202599,0
387,1,3473,35,237,5
387,2,1618,25,0,9
388,0,4298,40,202599,0
388,1,3700,36,373,4
388,2,506,29,0,7
389,0,4298,40,202599,0
389,1,3518,35,1601,4
389,2,1796,26,0,7
390,0,4298,40,202599,0
390,1,3700,37,1534,3
390,2,511,31,0,7
391,0,4298,40,202599,0
391,1,2617,36,563,4
391,2,2112,26,0,7
392,0,4298,40,202599,0
392,1,3326,34,691,4
392,2,251,18,0,9
393,0,4298,40,202599,0
393,1,3542,34,791,4
393,2,459,23,0,7
394,0,4298,40,202599,0
394,1,1861,31,1982,6
394,2,836,29,0,8
395,0,4298,40,202599,0
395,1,3700,37,636,3
395,2,2109,24,0,7
396,0,4298,40,202599,0
396,1,2309,34,231,5
396,2,1606,27,0,8
397,0,4298,40,202599,0
397,1,2536,35,713,4
397,2,589,30,242,7
397,3,433,27,215,9
397,4,36,15,0,12
398,0,4298,40,202599,0
398,1,1002,35,360,4
398,2,492,27,0,7
399,0,4298,40,202599,0
399,1,1010,36,664,4
399,2,555,27,3,10
399,3,133,16,0,13
400,0,4298,40,202599,0
400,1,3693,35,630,4
400,2,503,27,0,7
401,0,4298,40,202599,0
401,1,2608,35,209,4
401,2,871,28,0,9
402,0,4298,40,202599,0
402,1,2254,35,2720,5
402,2,606,29,683,9
402,3,74,7,0,14
403,0,4298,40,202599,0
403,1,3672,37,271,3
403,2,1896,28,0,7
404,0,4298,40,202599,0
404,1,2535,36,269,4
404,2,2033,29,0,7
405,0,4298,40,202599,0
405,1,2559,36,866,4
405,2,2059,30,0,7
406,0,4298,40,202599,0
406,1,3588,35,336,4
406,2,429,26,0,9
407,0,4298,40,202599,0
407,1,3699,37,666,3
407,2,2025,23,0,8
408,0,4298,40,202599,0
408,1,2035,30,377,5
408,2,325,24,0,9
409,0,4298,40,202599,0
409,1,2152,32,955,4
409,2,286,24,0,10
410,0,4298,40,202599,0
410,1,3650,36,322,4
410,2,488,28,0,7
411,0,4298,40,202599,0
411,1,2569,36,364,4
411,2,1934,26,0,8
412,0,4298,40,202599,0
412,1,3676,36,696,4
412,2,3007,26,0,9
413,0,4298,40,202599,0
413,1,3692,33,361,4
413,2,468,24,0,9
414,0,4298,40,202599,0
414,1,2268,34,1040,5
414,2,1291,27,0,9
415,0,4298,40,202599,0
415,1,2598,35,408,4
415,2,2027,25,0,8
416,0,4298,40,202599,0
416,1,3626,36,836,4
416,2,1797,28,0,8
417,0,4298,40,202599,0
417,1,3559,36,1019,4
417,2,1885,29,0,8
418,0,4298,40,202599,0
418,1,3699,37,666,3
418,2,507,30,0,7
419,0,4298,40,202599,0
419,1,3541,32,890,4
419,2,1965,26,1,7
420,0,4298,40,202599,0
420,1,3633,36,486,4
420,2,1977,23,0,8
421,0,4298,40,202599,0
421,1,2567,35,270,4
421,2,817,30,0,8
422,0,4298,40,202599,0
422,1,3696,36,332,4
422,2,511,29,0,8
423,0,4298,40,202599,0
423,1,2567,35,270,4
423,2,714,30,13,8
423,3,164,15,0,14
424,0,4298,40,202599,0
424,1,3459,34,1242,4
424,2,1708,26,0,8
425,0,4298,40,202599,0
425,1,973,35,263,5
425,2,382,27,0,9
426,0,4298,40,202599,0
426,1,3476,36,274,4
426,2,1714,29,0,8
427,0,4298,40,202599,0
427,1,3295,33,1024,4
427,2,1381,26,0,8
428,0,4298,40,202599,0
428,1,3700,37,1534,3
428,2,1851,28,0,7
429,0,4298,40,202599,0
429,1,3677,37,596,3
429,2,1821,25,0,8
430,0,4298,40,202599,0
430,1,2155,30,443,5
430,2,332,26,0,8
431,0,4298,40,202599,0
431,1,2658,36,3116,3
431,2,992,33,387,6
431,3,715,28,104,10
431,4,234,19,0,13
432,0,4298,40,202599,0
432,1,3700,37,636,3
432,2,2033,31,0,7
433,0,4298,40,202599,0
433,1,3700,36,388,3
433,2,2120,31,0,6
434,0,4298,40,202599,0
434,1,762,33,2144,6
434,2,283,19,0,8
435,0,4298,40,202599,0
435,1,1845,29,489,6
435,2,1503,18,0,11
436,0,4298,40,202599,0
436,1,3600,34,211,4
436,2,1375,24,0,9
437,0,4298,40,202599,0
437,1,3633,36,486,4
437,2,2023,23,0,8
438,0,4298,40,202599,0
438,1,3590,29,388,4
438,2,2352,22,0,9
439,0,4298,40,202599,0
439,1,3630,37,1429,3
439,2,1694,28,0,8
440,0,4298,40,202599,0
440,1,2545,36,275,4
440,2,2043,30,0,6
441,0,4298,40,202599,0
441,1,3700,36,401,4
441,2,466,28,0,8
442,0,4298,40,202599,0
442,1,2572,35,369,4
442,2,969,32,0,7
443,0,4298,40,202599,0
443,1,979,36,344,4
443,2,574,28,0,10
444,0,4298,40,202599,0
444,1,3650,36,322,4
444,2,450,28,0,8
445,0,4298,40,202599,0
445,1,3668,37,298,3
445,2,2100,26,2,9
445,3,1005,20,0,11
446,0,4298,40,202599,0
446,1,3425,33,1972,4
446,2,292,26,0,7
447,0,4298,40,202599,0
447,1,2526,36,305,4
447,2,582,30,0,9
448,0,4298,40,202599,0
448,1,3562,36,1031,4
448,2,2427,27,26,9
448,3,847,17,0,13
449,0,4298,40,202599,0
449,1,1831,34,1467,6
449,2,792,32,281,8
449,3,348,22,0,11
450,0,4298,40,202599,0
450,1,3318,33,286,4
450,2,1766,23,0,8
451,0,4298,40,202599,0
451,1,3699,37,666,3
451,2,2067,30,0,7
452,0,4298,40,202599,0
452,1,3318,33,286,4
452,2,1713,26,0,7
453,0,4298,40,202599,0
453,1,3672,37,271,3
453,2,491,28,0,7
454,0,4298,40,202599,0
454,1,3646,35,380,4
454,2,1915,29,0,8
455,0,4298,40,202599,0
455,1,3479,36,418,4
455,2,1929,30,0,7
456,0,4298,40,202599,0
456,1,3699,37,666,3
456,2,2042,29,0,7
457,0,4298,40,202599,0
457,1,3679,35,259,4
457,2,499,27,0,7
458,0,4298,40,202599,0
458,1,3668,37,298,3
458,2,2185,27,1,9
459,0,4298,40,202599,0
459,1,960,35,2359,5
459,2,289,19,0,10
460,0,4298,40,202599,0
460,1,3677,35,472,4
460,2,2009,26,0,7
461,0,4298,40,202599,0
461,1,3638,37,1481,3
461,2,3125,28,0,8
462,0,4298,40,202599,0
462,1,3677,37,1693,3
462,2,477,28,0,7
463,0,4298,40,202599,0
463,1,2458,34,285,5
463,2,1973,28,0,7
464,0,4298,40,202599,0
464,1,3700,37,1534,3
464,2,511,28,0,7
465,0,4298,40,202599,0
465,1,3581,33,669,4
465,2,1883,21,0,8
466,0,4298,40,202599,0
466,1,3511,36,450,4
466,2,1834,29,0,8
467,0,4298,40,202599,0
467,1,2111,29,786,5
467,2,302,24,0,9
468,0,4298,40,202599,0
468,1,839,33,3507,6
468,2,339,25,0,9
469,0,4298,40,202599,0
469,1,3692,33,364,4
469,2,2063,27,0,7
470,0,4298,40,202599,0
470,1,3700,37,2106,3
470,2,2839,28,3,8
470,3,1501,23,0,10
471,0,4298,40,202599,0
471,1,2401,34,1250,5
471,2,1197,26,13,10
471,3,882,10,0,12
472,0,4298,40,202599,0
472,1,3630,36,212,4
472,2,1727,27,0,9
473,0,4298,40,202599,0
473,1,2574,36,528,4
473,2,795,29,6,9
473,3,332,23,0,15
474,0,4298,40,202599,0
474,1,2613,36,330,4
474,2,1772,32,180,7
474,3,396,25,26,11
474,4,274,17,2,13
474,5,10,10,0,15
475,0,4298,40,202599,0
475,1,3700,37,1534,3
475,2,1949,27,0,8
476,0,4298,40,202599,0
476,1,3548,34,1124,4
476,2,2019,28,0,7
477,0,4298,40,202599,0
477,1,3700,37,663,3
477,2,1911,22,0,8
478,0,4298,40,202599,0
478,1,3662,32,252,4
478,2,1945,25,0,8
479,0,4298,40,202599,0
479,1,3553,35,1077,4
479,2,1724,19,0,8
480,0,4298,40,202599,0
480,1,2658,36,3116,3
480,2,2153,31,1,5
481,0,4298,40,202599,0
481,1,2658,36,3116,3
481,2,2155,31,0,5
482,0,4298,40,202599,0
482,1,3700,37,1692,3
482,2,511,30,0,7
483,0,4298,40,202599,0
483,1,2244,35,625,5
483,2,1583,26,0,8
484,0,4298,40,202599,0
484,1,3630,37,1429,3
484,2,1751,28,0,7
485,0,4298,40,202599,0
485,1,3693,35,539,4
485,2,1957,28,0,8
486,0,4298,40,202599,0
486,1,1942,29,539,5
486,2,1196,22,0,10
487,0,4298,40,202599,0
487,1,3595,35,214,4
487,2,1713,26,0,7
488,0,4298,40,202599,0
488,1,2441,35,850,5
488,2,1947,28,0,7
489,0,4298,40,202599,0
489,1,2540,35,313,4
489,2,655,30,2,8
489,3,344,22,1,13
490,0,4298,40,202599,0
490,1,3516,31,214,5
490,2,1466,23,0,10
491,0,4298,40,202599,0
491,1,3456,33,549,5
491,2,1700,26,0,9
492,0,4298,40,202599,0
492,1,3561,34,287,4
492,2,1592,19,0,9
493,0,4298,40,202599,0
493,1,3674,35,230,4
493,2,1911,25,0,8
494,0,4298,40,202599,0
494,1,1008,34,207,4
494,2,446,26,2,10
494,3,46,20,0,12
495,0,4298,40,202599,0
495,1,3620,34,702,4
495,2,1559,25,0,10
496,0,4298,40,202599,0
496,1,3570,33,222,4
496,2,1976,25,0,7
497,0,4298,40,202599,0
497,1,3514,36,267,4
497,2,1871,23,0,7
498,0,4298,40,202599,0
498,1,2233,32,428,6
498,2,1821,27,0,8
499,0,4298,40,202599,0
499,1,945,33,499,6
499,2,429,22,39,11
499,3,94,8,0,14
500,0,4298,40,202599,0
500,1,3700,36,401,4
500,2,2101,30,0,8
501,0,4298,40,202599,0
501,1,2500,32,298,5
501,2,868,28,47,8
501,3,626,24,0,12
502,0,4298,40,202599,0
502,1,3700,37,1692,3
502,2,511,28,0,7
503,0,4298,40,202599,0
503,1,3306,34,274,4
503,2,1701,24,0,7
504,0,4298,40,202599,0
504,1,2597,36,262,4
504,2,2057,30,0,7
505,0,4298,40,202599,0
505,1,2535,36,269,4
505,2,365,27,0,10
506,0,4298,40,202599,0
506,1,2139,31,1040,5
506,2,1952,24,0,10
507,0,4298,40,202599,0
507,1,3653,36,260,4
507,2,1983,30,0,7
508,0,4298,40,202599,0
508,1,2540,34,628,4
508,2,830,33,228,6
508,3,335,26,0,9
509,0,4298,40,202599,0
509,1,2629,36,535,4
509,2,1999,21,0,7
510,0,4298,40,202599,0
510,1,3655,37,3463,3
510,2,1319,24,0,8
511,0,4298,40,202599,0
511,1,3630,36,279,4
511,2,466,25,0,9
512,0,4298,40,202599,0
512,1,3659,31,270,4
512,2,1934,25,0,8
513,0,4298,40,202599,0
513,1,988,36,240,4
513,2,775,30,0,9
514,0,4298,40,202599,0
514,1,3700,37,1920,3
514,2,2065,29,0,7
515,0,4298,40,202599,0
515,1,3653,36,260,4
515,2,1471,25,0,9
516,0,4298,40,202599,0
516,1,2461,35,269,5
516,2,756,30,7,8
516,3,305,26,0,10
517,0,4298,40,202599,0
517,1,3562,36,467,4
517,2,120,20,0,11
518,0,4298,40,202599,0
518,1,3700,37,1920,3
518,2,1748,27,0,8
519,0,4298,40,202599,0
519,1,3700,37,636,3
519,2,2037,27,0,7
520,0,4298,40,202599,0
520,1,3630,36,417,4
520,2,1974,26,0,10
521,0,4298,40,202599,0
521,1,2444,34,6115,4
521,2,799,29,0,8
522,0,4298,40,202599,0
522,1,3460,35,1396,4
522,2,1491,25,0,9
523,0,4298,40,202599,0
523,1,1009,35,355,4
523,2,651,24,12,9
523,3,266,16,0,12
524,0,4298,40,202599,0
524,1,1001,35,423,4
524,2,554,29,15,9
524,3,161,20,0,11
525,0,4298,40,202599,0
525,1,946,33,325,5
525,2,474,28,0,8
526,0,4298,40,202599,0
526,1,3632,36,2200,4
526,2,1767,26,0,8
527,0,4298,40,202599,0
527,1,2531,35,447,4
527,2,2050,29,0,6
528,0,4298,40,202599,0
528,1,2274,33,1339,5
528,2,1550,24,0,9
529,0,4298,40,202599,0
529,1,767,34,797,5
529,2,290,25,0,7
530,0,4298,40,202599,0
530,1,988,36,240,4
530,2,503,31,0,6
531,0,4298,40,202599,0
531,1,3662,35,3319,4
531,2,2019,28,0,8
532,0,4298,40,202599,0
532,1,2567,35,270,4
532,2,705,30,3,8
532,3,372,21,0,12
533,0,4298,40,202599,0
533,1,2485,36,4480,4
533,2,575,30,575,7
533,3,144,23,0,9
534,0,4298,40,202599,0
534,1,3700,37,663,3
534,2,2072,30,0,7
535,0,4298,40,202599,0
535,1,1014,36,229,4
535,2,511,28,0,6
536,0,4298,40,202599,0
536,1,2176,34,790,5
536,2,1503,26,0,8
537,0,4298,40,202599,0
537,1,3533,35,2903,5
537,2,1924,29,93,10
537,3,9,8,0,16
538,0,4298,40,202599,0
538,1,3631,36,2364,4
538,2,2004,21,0,8
539,0,4298,40,202599,0
539,1,936,35,279,5
539,2,236,26,0,9
540,0,4298,40,202599,0
540,1,2545,36,275,4
540,2,2043,30,0,6
541,0,4298,40,202599,0
541,1,3662,35,3319,4
541,2,1952,27,0,8
542,0,4298,40,202599,0
542,1,3617,34,568,4
542,2,501,28,0,7
543,0,4298,40,202599,0
543,1,2528,36,296,4
543,2,1994,27,0,7
544,0,4298,40,202599,0
544,1,3633,36,486,4
544,2,1977,23,0,8
545,0,4298,40,202599,0
545,1,3630,36,212,4
545,2,1689,21,0,9
546,0,4298,40,202599,0
546,1,3689,36,261,4
546,2,494,28,0,8
547,0,4298,40,202599,0
547,1,1008,36,326,4
547,2,579,25,2,10
547,3,129,11,0,15
548,0,4298,40,202599,0
548,1,3700,37,558,3
548,2,1787,28,0,8
549,0,4298,40,202599,0
549,1,3699,37,666,3
549,2,2427,27,2,9
549,3,762,19,0,13
550,0,4298,40,202599,0
550,1,3223,33,313,5
550,2,1516,25,0,9
551,0,4298,40,202599,0
551,1,3700,37,1859,3
551,2,2297,28,0,9
552,0,4298,40,202599,0
552,1,986,36,511,4
552,2,726,28,33,9
552,3,459,28,24,11
552,4,113,12,0,14
553,0,4298,40,202599,0
553,1,2987,33,2525,4
553,2,1123,24,0,9
554,0,4298,40,202599,0
554,1,2572,35,369,4
554,2,1222,26,0,10
555,0,4298,40,202599,0
555,1,3578,35,274,4
555,2,1545,15,0,9
556,0,4298,40,202599,0
556,1,2394,33,1367,5
556,2,681,29,0,9
557,0,4298,40,202599,0
557,1,3678,37,3515,3
557,2,1925,29,0,7
558,0,4298,40,202599,0
558,1,2378,33,332,5
558,2,1903,27,0,7
559,0,4298,40,202599,0
559,1,1013,36,460,4
559,2,492,30,0,7
560,0,4298,40,202599,0
560,1,1001,35,423,4
560,2,338,23,0,10
561,0,4298,40,202599,0
561,1,3586,33,5255,4
561,2,1933,23,0,7
562,0,4298,40,202599,0
562,1,3672,37,271,3
562,2,2067,28,0,6
563,0,4298,40,202599,0
563,1,3586,36,807,4
563,2,506,29,0,7
564,0,4298,40,202599,0
564,1,3598,33,535,4
564,2,2725,23,5,7
564,3,1409,19,0,9
565,0,4298,40,202599,0
565,1,3617,34,568,4
565,2,1718,26,1,8
566,0,4298,40,202599,0
566,1,993,36,268,4
566,2,478,26,0,8
567,0,4298,40,202599,0
567,1,3493,36,1493,4
567,2,1920,29,0,7
568,0,4298,40,202599,0
568,1,3633,35,598,4
568,2,1619,26,0,9
569,0,4298,40,202599,0
569,1,2345,35,319,4
569,2,584,31,2,8
569,3,138,23,0,10
570,0,4298,40,202599,0
570,1,2350,35,250,5
570,2,1847,22,0,8
571,0,4298,40,202599,0
571,1,3678,36,785,4
571,2,1918,30,0,7
572,0,4298,40,202599,0
572,1,3700,37,558,3
572,2,504,28,0,7
573,0,4298,40,202599,0
573,1,3700,36,388,3
573,2,1751,28,0,8
574,0,4298,40,202599,0
574,1,3662,35,3319,4
574,2,1775,20,0,9
575,0,4298,40,202599,0
575,1,3643,37,1107,3
575,2,2062,28,0,6
576,0,4298,40,202599,0
576,1,2433,28,401,7
576,2,1686,19,42,10
576,3,383,9,0,15
577,0,4298,40,202599,0
577,1,3700,37,1534,3
577,2,1407,24,0,9
578,0,4298,40,202599,0
578,1,3679,36,2656,4
578,2,3081,28,22,9
578,3,1501,21,0,12
579,0,4298,40,202599,0
579,1,3700,37,1692,3
579,2,2137,30,0,7
580,0,4298,40,202599,0
580,1,2119,33,265,6
580,2,1437,25,0,9
581,0,4298,40,202599,0
581,1,3562,36,467,4
581,2,1910,28,0,8
582,0,4298,40,202599,0
582,1,1002,36,337,4
582,2,757,28,0,9
583,0,4298,40,202599,0
583,1,1003,36,351,4
583,2,487,28,0,10
584,0,4298,40,202599,0
584,1,2155,30,443,5
584,2,270,19,0,10
585,0,4298,40,202599,0
585,1,3668,37,298,3
585,2,1946,26,0,7
586,0,4298,40,202599,0
586,1,2577,36,1227,4
586,2,1333,30,557,8
586,3,472,29,206,10
586,4,357,27,15,13
586,5,214,14,0,17
587,0,4298,40,202599,0
587,1,3700,36,324,3
587,2,2037,28,0,7
588,0,4298,40,202599,0
588,1,2545,36,275,4
588,2,1973,25,0,8
589,0,4298,40,202599,0
589,1,3696,36,332,4
589,2,2138,28,0,8
590,0,4298,40,202599,0
590,1,3700,37,810,3
590,2,1916,24,0,8
591,0,4298,40,202599,0
591,1,2599,34,216,4
591,2,790,30,4,8
591,3,396,24,0,13
592,0,4298,40,202599,0
592,1,3675,35,411,4
592,2,507,27,0,7
593,0,4298,40,202599,0
593,1,1934,31,248,6
593,2,1491,25,0,8
594,0,4298,40,202599,0
594,1,3700,37,1124,3
594,2,508,29,0,7
595,0,4298,40,202599,0
595,1,979,36,344,4
595,2,467,29,0,7
596,0,4298,40,202599,0
596,1,1002,36,337,4
596,2,496,29,0,7
597,0,4298,40,202599,0
597,1,3700,37,1534,3
597,2,1912,26,0,8
598,0,4298,40,202599,0
598,1,3643,37,1107,3
598,2,2806,26,8,8
598,3,125,11,0,14
599,0,4298,40,202599,0
599,1,3700,37,558,3
599,2,2113,27,0,7
600,0,4298,40,202599,0
600,1,3583,35,638,4
600,2,1804,27,0,8
601,0,4298,40,202599,0
601,1,2547,35,540,4
601,2,914,28,4,8
601,3,742,27,0,10
602,0,4298,40,202599,0
602,1,2567,35,270,4
602,2,821,31,0,8
603,0,4298,40,202599,0
603,1,3700,37,636,3
603,2,1684,20,0,9
604,0,4298,40,202599,0
604,1,3630,36,417,4
604,2,1899,20,0,8
605,0,4298,40,202599,0
605,1,3700,37,1124,3
605,2,466,29,0,7
606,0,4298,40,202599,0
606,1,2461,36,3833,4
606,2,1874,28,0,7
607,0,4298,40,202599,0
607,1,3385,31,4574,4
607,2,267,20,0,8
608,0,4298,40,202599,0
608,1,3661,34,824,4
608,2,1944,26,0,8
609,0,4298,40,202599,0
609,1,2574,36,528,4
609,2,681,29,0,9
610,0,4298,40,202599,0
610,1,3624,33,318,4
610,2,1678,26,0,9
611,0,4298,40,202599,0
611,1,3455,33,1238,4
611,2,234,22,0,10
612,0,4298,40,202599,0
612,1,974,34,2623,5
612,2,211,23,0,10
613,0,4298,40,202599,0
613,1,2590,36,1444,4
613,2,2085,28,0,7
614,0,4298,40,202599,0
614,1,3659,34,1737,4
614,2,1692,23,0,9
615,0,4298,40,202599,0
615,1,2496,34,293,5
615,2,750,30,4,9
615,3,298,24,0,11
616,0,4298,40,202599,0
616,1,2532,35,237,4
616,2,785,31,4,7
616,3,320,22,0,13
617,0,4298,40,202599,0
617,1,3643,36,216,4
617,2,503,30,0,6
618,0,4298,40,202599,0
618,1,3696,36,332,4
618,2,294,26,0,8
619,0,4298,40,202599,0
619,1,3698,35,550,4
619,2,3270,28,7,9
619,3,1803,21,0,12
620,0,4298,40,202599,0
620,1,2439,36,8675,4
620,2,774,30,6,8
620,3,242,16,0,12
621,0,4298,40,202599,0
621,1,3689,36,261,4
621,2,2013,22,0,9
622,0,4298,40,202599,0
622,1,3662,34,5295,3
622,2,448,23,0,8
623,0,4298,40,202599,0
623,1,3615,36,591,4
623,2,1727,25,0,8
624,0,4298,40,202599,0
624,1,3700,36,373,4
624,2,484,29,0,7
625,0,4298,40,202599,0
625,1,3692,37,1412,3
625,2,1842,25,0,8
626,0,4298,40,202599,0
626,1,2355,35,2818,5
626,2,1193,22,0,9
627,0,4298,40,202599,0
627,1,2823,32,340,6
627,2,1588,17,0,10
628,0,4298,40,202599,0
628,1,2394,33,1367,5
628,2,734,29,1,9
629,0,4298,40,202599,0
629,1,2642,36,477,4
629,2,887,31,5,8
629,3,429,22,0,10
630,0,4298,40,202599,0
630,1,2461,35,269,5
630,2,786,30,3,8
630,3,338,24,0,13
631,0,4298,40,202599,0
631,1,2433,35,329,4
631,2,1942,31,0,7
632,0,4298,40,202599,0
632,1,3469,33,1298,5
632,2,2148,20,0,10
633,0,4298,40,202599,0
633,1,1011,35,914,4
633,2,476,24,0,7
634,0,4298,40,202599,0
634,1,2598,36,247,4
634,2,679,29,6,9
634,3,355,24,0,13
635,0,4298,40,202599,0
635,1,3544,33,3286,4
635,2,1948,25,0,7
636,0,4298,40,202599,0
636,1,3633,36,486,4
636,2,2079,30,0,7
637,0,4298,40,202599,0
637,1,3700,37,1692,3
637,2,2106,30,0,7
638,0,4298,40,202599,0
638,1,3700,37,558,3
638,2,1885,27,0,8
639,0,4298,40,202599,0
639,1,3633,36,486,4
639,2,1946,28,0,8
640,0,4298,40,202599,0
640,1,3673,36,456,4
640,2,1844,27,0,8
641,0,4298,40,202599,0
641,1,3662,34,5295,3
641,2,1762,24,0,8
642,0,4298,40,202599,0
642,1,2476,34,266,5
642,2,1794,28,0,8
643,0,4298,40,202599,0
643,1,3538,36,561,4
643,2,1954,27,0,7
644,0,4298,40,202599,0
644,1,3700,37,636,3
644,2,2138,31,0,6
645,0,4298,40,202599,0
645,1,3654,34,889,4
645,2,1963,26,0,8
646,0,4298,40,202599,0
646,1,1013,36,460,4
646,2,511,30,0,7
647,0,4298,40,202599,0
647,1,3668,37,298,3
647,2,511,30,0,6
648,0,4298,40,202599,0
648,1,3326,34,691,4
648,2,198,17,0,10
649,0,4298,40,202599,0
649,1,2617,36,224,4
649,2,1998,29,0,7
650,0,4298,40,202599,0
650,1,3700,37,1124,3
650,2,1942,30,0,7
651,0,4298,40,202599,0
651,1,3680,37,435,3
651,2,2325,29,0,9
652,0,4298,40,202599,0
652,1,3430,33,834,4
652,2,1577,24,0,8
653,0,4298,40,202599,0
653,1,3290,36,2265,4
653,2,2194,27,31,8
653,3,740,17,0,11
654,0,4298,40,202599,0
654,1,3665,36,1292,4
654,2,1956,27,0,8
655,0,4298,40,202599,0
655,1,3630,36,212,4
655,2,1378,25,0,8
656,0,4298,40,202599,0
656,1,3651,36,278,4
656,2,503,27,0,8
657,0,4298,40,202599,0
657,1,976,34,510,5
657,2,493,27,0,7
658,0,4298,40,202599,0
658,1,3559,35,412,5
658,2,373,23,0,8
659,0,4298,40,202599,0
659,1,3700,36,388,3
659,2,2020,27,0,8
660,0,4298,40,202599,0
660,1,2572,35,369,4
660,2,953,29,0,8
661,0,4298,40,202599,0
661,1,986,36,511,4
661,2,489,30,0,7
662,0,4298,40,202599,0
662,1,3655,37,3463,3
662,2,1920,27,0,7
663,0,4298,40,202599,0
663,1,3638,35,270,4
663,2,2134,27,0,7
664,0,4298,40,202599,0
664,1,3699,37,666,3
664,2,1940,30,0,7
665,0,4298,40,202599,0
665,1,3665,36,934,4
665,2,2021,29,0,8
666,0,4298,40,202599,0
666,1,1009,35,355,4
666,2,701,27,0,10
667,0,4298,40,202599,0
667,1,1014,36,229,4
667,2,437,19,0,9
668,0,4298,40,202599,0
