experiment,iteration,sigma,attributes,objects,closure
334,1,507,3,7,2
334,2,487,3,5,7
334,3,485,2,0,10
335,0,814,985,446,0
335,1,507,3,7,2
335,2,487,2,5,7
335,3,467,3,0,10
336,0,814,985,446,0
336,1,518,2,5,3
336,2,474,2,2,6
336,3,472,3,0,8
337,0,814,985,446,0
337,1,391,3,6,2
337,2,383,2,0,4
338,0,814,985,446,0
338,1,507,3,7,2
338,2,504,2,0,4
339,0,814,985,446,0
339,1,507,3,7,2
339,2,487,3,5,7
339,3,485,2,0,10
340,0,814,985,446,0
340,1,507,3,7,2
340,2,352,2,0,4
341,0,814,985,446,0
341,1,507,4,7,2
341,2,487,3,5,7
341,3,485,4,0,10
342,0,814,985,446,0
342,1,507,3,7,2
342,2,487,3,5,7
342,3,485,3,0,10
343,0,814,985,446,0
343,1,518,3,5,3
343,2,469,3,0,6
344,0,814,985,446,0
344,1,507,2,7,2
344,2,487,2,5,7
344,3,485,4,0,10
345,0,814,985,446,0
345,1,507,2,7,2
345,2,487,3,5,7
345,3,485,2,0,10
346,0,814,985,446,0
346,1,507,3,7,2
346,2,487,2,5,7
346,3,279,4,0,10
347,0,814,985,446,0
347,1,507,3,7,2
347,2,497,2,0,5
348,0,814,985,446,0
348,1,484,2,5,3
348,2,384,4,0,6
349,0,814,985,446,0
349,1,507,2,7,2
349,2,441,4,0,5
350,0,814,985,446,0
350,1,507,3,7,2
350,2,487,3,5,7
350,3,485,4,0,10
351,0,814,985,446,0
351,1,484,3,5,3
351,2,327,4,0,6
352,0,814,985,446,0
352,1,507,3,7,2
352,2,487,3,5,7
352,3,485,4,0,10
353,0,814,985,446,0
353,1,507,2,7,2
353,2,487,3,5,7
353,3,308,3,0,10
354,0,814,985,446,0
354,1,507,3,7,2
354,2,487,2,5,7
354,3,307,4,0,9
355,0,814,985,446,0
355,1,507,3,7,2
355,2,487,3,5,7
355,3,481,2,0,10
356,0,814,985,446,0
356,1,524,3,5,3
356,2,374,4,0,5
357,0,814,985,446,0
357,1,371,2,8,3
357,2,363,3,0,5
358,0,814,985,446,0
358,1,507,2,7,2
358,2,487,4,5,7
358,3,333,4,0,9
359,0,814,985,446,0
359,1,507,4,7,2
359,2,487,3,5,7
359,3,485,4,0,10
360,0,814,985,446,0
360,1,507,3,7,2
360,2,487,2,5,7
360,3,485,4,0,10
361,0,814,985,446,0
361,1,507,3,7,2
361,2,487,3,5,7
361,3,290,4,0,9
362,0,814,985,446,0
362,1,529,4,6,4
362,2,485,3,0,8
363,0,814,985,446,0
363,1,507,4,7,2
363,2,487,4,5,7
363,3,485,3,0,10
364,0,814,985,446,0
364,1,507,3,7,2
364,2,446,4,0,5
365,0,814,985,446,0
365,1,507,3,7,2
365,2,487,2,5,7
365,3,485,4,0,10
366,0,814,985,446,0
366,1,357,4,5,4
366,2,270,3,0,8
367,0,814,985,446,0
367,1,507,2,7,2
367,2,487,2,5,7
367,3,485,2,0,10
368,0,814,985,446,0
368,1,507,3,7,2
368,2,487,4,5,7
368,3,485,3,0,10
369,0,814,985,446,0
369,1,495,2,8,3
369,2,487,2,5,7
369,3,472,4,0,9
370,0,814,985,446,0
370,1,507,3,7,2
370,2,487,2,5,7
370,3,485,2,0,10
371,0,814,985,446,0
371,1,506,4,5,3
371,2,501,3,0,5
372,0,814,985,446,0
372,1,507,3,7,2
372,2,487,3,5,7
372,3,485,4,0,10
373,0,814,985,446,0
373,1,507,3,7,2
373,2,487,3,5,7
373,3,333,3,0,9
374,0,814,985,446,0
374,1,507,2,7,2
374,2,298,4,0,5
375,0,814,985,446,0
375,1,507,3,7,2
375,2,487,2,5,7
375,3,485,2,0,10
376,0,814,985,446,0
376,1,507,2,7,2
376,2,487,3,5,7
376,3,485,4,0,10
377,0,814,985,446,0
377,1,485,3,12,3
377,2,270,3,0,7
378,0,814,985,446,0
378,1,507,3,7,2
378,2,440,4,0,5
379,0,814,985,446,0
379,1,507,3,7,2
379,2,487,3,5,7
379,3,485,4,0,10
380,0,814,985,446,0
380,1,507,3,7,2
380,2,487,4,5,7
380,3,301,3,0,10
381,0,814,985,446,0
381,1,391,3,5,2
381,2,333,2,0,5
382,0,814,985,446,0
382,1,507,2,7,2
382,2,487,2,5,7
382,3,485,3,0,10
383,0,814,985,446,0
383,1,391,3,7,2
383,2,383,3,0,4
384,0,814,985,446,0
384,1,507,2,7,2
384,2,487,4,5,7
384,3,485,3,0,10
385,0,814,985,446,0
385,1,507,2,7,2
385,2,492,4,0,4
386,0,814,985,446,0
386,1,507,3,7,2
386,2,441,3,0,5
387,0,814,985,446,0
387,1,507,3,7,2
387,2,487,3,5,7
387,3,485,4,0,10
388,0,814,985,446,0
388,1,488,2,5,3
388,2,335,3,0,5
389,0,814,985,446,0
389,1,507,4,7,2
389,2,487,3,5,7
389,3,485,3,0,10
390,0,814,985,446,0
390,1,507,3,7,2
390,2,487,3,5,7
390,3,308,3,0,10
391,0,814,985,446,0
391,1,362,3,5,3
391,2,354,3,0,5
392,0,814,985,446,0
392,1,529,3,6,4
392,2,349,2,0,8
393,0,814,985,446,0
393,1,333,3,5,4
393,2,325,3,0,6
394,0,814,985,446,0
394,1,507,3,7,2
394,2,411,3,0,6
395,0,814,985,446,0
395,1,507,3,7,2
395,2,327,3,0,5
396,0,814,985,446,0
396,1,524,2,5,3
396,2,520,3,0,5
397,0,814,985,446,0
397,1,507,3,7,2
397,2,487,2,5,7
397,3,485,2,0,10
398,0,814,985,446,0
398,1,507,2,7,2
398,2,259,4,0,8
399,0,814,985,446,0
399,1,507,2,7,2
399,2,462,4,0,4
400,0,814,985,446,0
400,1,507,4,7,2
400,2,487,4,5,7
400,3,485,3,0,10
401,0,814,985,446,0
401,1,507,3,7,2
401,2,259,3,0,9
402,0,814,985,446,0
402,1,507,2,7,2
402,2,487,3,5,7
402,3,444,2,0,10
403,0,814,985,446,0
403,1,507,2,7,2
403,2,487,2,5,7
403,3,485,4,0,10
404,0,814,985,446,0
404,1,391,3,5,2
404,2,385,4,0,5
405,0,814,985,446,0
405,1,507,4,7,2
405,2,487,3,5,7
405,3,485,2,0,10
406,0,814,985,446,0
406,1,507,3,7,2
406,2,473,3,0,4
407,0,814,985,446,0
407,1,364,4,5,3
407,2,356,3,0,5
408,0,814,985,446,0
408,1,507,3,7,2
408,2,259,4,0,8
409,0,814,985,446,0
409,1,379,3,5,3
409,2,371,4,0,5
410,0,814,985,446,0
410,1,485,3,6,3
410,2,301,4,0,6
411,0,814,985,446,0
411,1,391,3,5,3
411,2,377,3,0,6
412,0,814,985,446,0
412,1,507,4,7,2
412,2,416,4,0,5
413,0,814,985,446,0
413,1,507,2,7,2
413,2,259,2,0,9
414,0,814,985,446,0
414,1,485,4,5,3
414,2,476,3,0,6
415,0,814,985,446,0
415,1,507,2,7,2
415,2,307,2,0,6
416,0,814,985,446,0
416,1,507,3,7,2
416,2,487,3,5,7
416,3,300,2,0,10
417,0,814,985,446,0
417,1,507,3,7,2
417,2,487,2,5,7
417,3,472,3,0,9
418,0,814,985,446,0
418,1,507,4,7,2
418,2,487,3,5,7
418,3,485,3,0,10
419,0,814,985,446,0
419,1,489,3,7,3
419,2,335,3,0,5
420,0,814,985,446,0
420,1,499,2,6,3
420,2,270,2,0,6
421,0,814,985,446,0
421,1,507,2,7,2
421,2,477,3,0,5
422,0,814,985,446,0
422,1,391,4,5,2
422,2,320,4,0,5
423,0,814,985,446,0
423,1,507,2,7,2
423,2,442,3,0,5
424,0,814,985,446,0
424,1,507,4,7,2
424,2,352,3,0,4
425,0,814,985,446,0
425,1,390,2,5,3
425,2,384,2,0,7
426,0,814,985,446,0
426,1,390,2,5,3
426,2,379,3,0,7
427,0,814,985,446,0
427,1,507,3,7,2
427,2,327,3,0,5
428,0,814,985,446,0
428,1,507,2,7,2
428,2,413,3,0,8
429,0,814,985,446,0
429,1,353,3,5,3
429,2,348,3,0,5
430,0,814,985,446,0
430,1,518,4,5,3
430,2,442,3,4,6
430,3,182,3,0,12
431,0,814,985,446,0
431,1,390,3,5,3
431,2,382,3,0,5
432,0,814,985,446,0
432,1,507,3,7,2
432,2,318,4,0,6
433,0,814,985,446,0
433,1,528,4,5,3
433,2,376,4,0,6
434,0,814,985,446,0
434,1,510,2,6,3
434,2,296,4,4,8
434,3,240,2,0,10
435,0,814,985,446,0
435,1,507,4,7,2
435,2,487,2,5,7
435,3,485,4,0,10
436,0,814,985,446,0
436,1,507,4,7,2
436,2,487,3,5,7
436,3,410,3,0,12
437,0,814,985,446,0
437,1,507,4,7,2
437,2,487,3,5,7
437,3,444,4,0,10
438,0,814,985,446,0
438,1,489,3,5,3
438,2,441,4,0,6
439,0,814,985,446,0
439,1,507,3,7,2
439,2,307,2,0,6
440,0,814,985,446,0
440,1,507,2,7,2
440,2,487,2,5,7
440,3,485,2,0,10
441,0,814,985,446,0
441,1,390,2,13,2
441,2,382,3,1,4
442,0,814,985,446,0
442,1,391,3,5,2
442,2,356,2,0,4
443,0,814,985,446,0
443,1,485,2,6,3
443,2,333,3,1,5
444,0,814,985,446,0
444,1,507,3,7,2
444,2,487,3,5,7
444,3,485,4,0,10
445,0,814,985,446,0
445,1,507,4,7,2
445,2,327,2,0,5
446,0,814,985,446,0
446,1,507,3,7,2
446,2,487,3,0,5
447,0,814,985,446,0
447,1,525,3,5,3
447,2,349,4,0,15
448,0,814,985,446,0
448,1,507,2,7,2
448,2,352,3,0,4
449,0,814,985,446,0
449,1,507,4,7,2
449,2,487,2,0,5
450,0,814,985,446,0
450,1,507,2,7,2
450,2,320,4,0,5
451,0,814,985,446,0
451,1,520,2,5,3
451,2,470,3,0,6
452,0,814,985,446,0
452,1,507,2,7,2
452,2,480,3,0,4
453,0,814,985,446,0
453,1,391,3,5,2
453,2,367,2,0,5
454,0,814,985,446,0
454,1,364,3,5,3
454,2,309,2,0,6
455,0,814,985,446,0
455,1,507,3,7,2
455,2,269,3,0,6
456,0,814,985,446,0
456,1,507,3,7,2
456,2,441,4,0,5
457,0,814,985,446,0
457,1,507,4,7,2
457,2,487,4,5,7
457,3,485,2,0,10
458,0,814,985,446,0
458,1,507,3,7,2
458,2,473,3,0,4
459,0,814,985,446,0
459,1,507,3,7,2
459,2,491,3,6,5
459,3,487,3,5,7
459,4,250,2,0,12
460,0,814,985,446,0
460,1,507,3,7,2
460,2,287,4,0,8
461,0,814,985,446,0
461,1,507,2,7,2
461,2,487,2,5,7
461,3,485,3,0,10
462,0,814,985,446,0
462,1,473,3,5,3
462,2,459,2,0,7
463,0,814,985,446,0
463,1,507,2,7,2
463,2,487,2,5,7
463,3,268,3,0,13
464,0,814,985,446,0
464,1,485,4,5,3
464,2,267,3,0,7
465,0,814,985,446,0
465,1,507,3,7,2
465,2,487,2,5,7
465,3,485,2,0,10
466,0,814,985,446,0
466,1,507,4,7,2
466,2,259,4,0,9
467,0,814,985,446,0
467,1,383,3,5,3
467,2,356,3,0,5
468,0,814,985,446,0
468,1,507,3,7,2
468,2,275,3,0,7
469,0,814,985,446,0
469,1,379,3,7,3
469,2,371,3,0,7
470,0,814,985,446,0
470,1,507,3,7,2
470,2,288,3,0,6
471,0,814,985,446,0
471,1,507,4,7,2
471,2,487,3,5,7
471,3,420,3,0,10
472,0,814,985,446,0
472,1,489,4,5,3
472,2,307,3,0,7
473,0,814,985,446,0
473,1,507,2,7,2
473,2,491,3,6,5
473,3,325,4,0,8
474,0,814,985,446,0
474,1,507,4,7,2
474,2,320,3,0,5
475,0,814,985,446,0
475,1,539,3,6,3
475,2,507,4,0,5
476,0,814,985,446,0
476,1,485,3,6,3
476,2,242,4,0,9
477,0,814,985,446,0
477,1,507,3,7,2
477,2,441,3,0,5
478,0,814,985,446,0
478,1,362,3,5,3
478,2,354,4,0,5
479,0,814,985,446,0
479,1,507,3,7,2
479,2,487,3,5,7
479,3,485,2,0,10
480,0,814,985,446,0
480,1,507,3,7,2
480,2,487,3,5,7
480,3,333,3,0,9
481,0,814,985,446,0
481,1,507,2,7,2
481,2,341,3,0,5
482,0,814,985,446,0
482,1,507,3,7,2
482,2,319,2,0,5
483,0,814,985,446,0
483,1,507,3,7,2
483,2,487,2,5,7
483,3,485,3,0,10
484,0,814,985,446,0
484,1,391,4,5,3
484,2,335,4,0,7
485,0,814,985,446,0
485,1,507,2,7,2
485,2,411,3,0,6
486,0,814,985,446,0
486,1,507,3,7,2
486,2,487,2,5,7
486,3,485,2,0,10
487,0,814,985,446,0
487,1,507,3,7,2
487,2,269,4,0,6
488,0,814,985,446,0
488,1,507,4,7,2
488,2,487,2,5,7
488,3,485,3,0,10
489,0,814,985,446,0
489,1,507,4,7,2
489,2,320,4,0,5
490,0,814,985,446,0
490,1,507,3,7,2
490,2,505,3,0,4
491,0,814,985,446,0
491,1,507,3,7,2
491,2,411,2,0,6
492,0,814,985,446,0
492,1,507,4,7,2
492,2,478,4,0,5
493,0,814,985,446,0
493,1,507,4,7,2
493,2,352,2,0,4
494,0,814,985,446,0
494,1,507,2,7,2
494,2,298,3,0,5
495,0,814,985,446,0
495,1,507,3,7,2
495,2,287,3,0,8
496,0,814,985,446,0
496,1,507,2,7,2
496,2,487,3,5,7
496,3,485,3,0,10
497,0,814,985,446,0
497,1,507,2,7,2
497,2,487,4,5,7
497,3,310,4,0,12
498,0,814,985,446,0
498,1,385,3,11,2
498,2,377,3,0,4
499,0,814,985,446,0
499,1,507,3,7,2
499,2,487,2,5,7
499,3,485,3,0,10
500,0,814,985,446,0
500,1,507,3,7,2
500,2,487,4,5,7
500,3,485,3,0,10
501,0,814,985,446,0
501,1,364,4,5,3
501,2,356,3,0,5
502,0,814,985,446,0
502,1,507,2,7,2
502,2,487,4,5,7
502,3,438,2,0,10
503,0,814,985,446,0
503,1,540,4,7,2
503,2,387,3,0,7
504,0,814,985,446,0
504,1,507,3,7,2
504,2,487,3,5,7
504,3,485,3,0,10
505,0,814,985,446,0
505,1,507,2,7,2
505,2,487,2,5,7
505,3,485,3,0,10
506,0,814,985,446,0
506,1,391,3,7,2
506,2,383,3,0,4
507,0,814,985,446,0
507,1,521,2,6,4
507,2,432,3,0,8
508,0,814,985,446,0
508,1,512,3,6,3
508,2,325,3,1,7
509,0,814,985,446,0
509,1,507,3,7,2
509,2,460,2,0,5
510,0,814,985,446,0
510,1,383,4,5,3
510,2,356,2,0,5
511,0,814,985,446,0
511,1,507,2,7,2
511,2,487,2,5,7
511,3,485,3,0,10
512,0,814,985,446,0
512,1,509,4,6,3
512,2,486,2,4,5
512,3,297,3,0,8
513,0,814,985,446,0
513,1,507,3,5,3
513,2,348,2,0,5
514,0,814,985,446,0
514,1,507,4,7,2
514,2,413,3,0,7
515,0,814,985,446,0
515,1,507,4,7,2
515,2,487,3,5,7
515,3,333,3,0,9
516,0,814,985,446,0
516,1,507,2,7,2
516,2,487,3,5,7
516,3,485,3,0,10
517,0,814,985,446,0
517,1,391,4,5,2
517,2,383,2,0,4
518,0,814,985,446,0
518,1,507,4,7,2
518,2,473,3,0,4
519,0,814,985,446,0
519,1,507,3,7,2
519,2,413,3,0,7
520,0,814,985,446,0
520,1,507,4,7,2
520,2,487,3,5,7
520,3,485,3,0,10
521,0,814,985,446,0
521,1,532,3,5,3
521,2,529,2,3,5
521,3,518,3,3,7
521,4,429,3,0,11
522,0,814,985,446,0
522,1,507,3,7,2
522,2,487,3,5,7
522,3,485,3,0,10
523,0,814,985,446,0
523,1,473,4,5,3
523,2,271,3,0,7
524,0,814,985,446,0
524,1,507,4,7,2
524,2,487,3,5,7
524,3,481,4,0,10
525,0,814,985,446,0
525,1,507,4,7,2
525,2,487,4,5,7
525,3,485,3,0,10
526,0,814,985,446,0
526,1,507,4,7,2
526,2,352,3,0,4
527,0,814,985,446,0
527,1,507,2,7,2
527,2,487,4,5,7
527,3,485,2,0,10
528,0,814,985,446,0
528,1,507,3,7,2
528,2,505,3,0,4
529,0,814,985,446,0
529,1,510,3,5,3
529,2,442,3,4,6
529,3,351,4,4,14
529,4,220,4,0,16
530,0,814,985,446,0
530,1,507,2,7,2
530,2,352,2,0,4
531,0,814,985,446,0
531,1,391,4,5,3
531,2,383,3,0,5
532,0,814,985,446,0
532,1,512,4,6,3
532,2,508,3,0,5
533,0,814,985,446,0
533,1,507,3,7,2
533,2,487,3,5,7
533,3,422,3,0,10
534,0,814,985,446,0
534,1,507,2,7,2
534,2,494,4,0,6
535,0,814,985,446,0
535,1,507,2,7,2
535,2,487,4,5,7
535,3,485,2,0,10
536,0,814,985,446,0
536,1,507,3,7,2
536,2,487,4,5,7
536,3,485,4,0,10
537,0,814,985,446,0
537,1,507,3,7,2
537,2,487,3,5,7
537,3,485,3,0,10
538,0,814,985,446,0
538,1,507,2,7,2
538,2,487,2,5,7
538,3,485,4,0,10
539,0,814,985,446,0
539,1,510,3,6,3
539,2,296,3,4,8
539,3,240,2,0,10
540,0,814,985,446,0
540,1,377,2,5,3
540,2,369,3,0,5
541,0,814,985,446,0
541,1,507,3,7,2
541,2,501,3,0,5
542,0,814,985,446,0
542,1,371,3,8,3
542,2,363,3,0,5
543,0,814,985,446,0
543,1,391,4,7,2
543,2,331,3,0,5
544,0,814,985,446,0
544,1,391,4,7,2
544,2,383,3,0,4
545,0,814,985,446,0
545,1,507,4,7,2
545,2,487,3,5,7
545,3,485,3,0,10
546,0,814,985,446,0
546,1,364,3,5,3
546,2,356,3,0,5
547,0,814,985,446,0
547,1,507,2,7,2
547,2,295,4,0,6
548,0,814,985,446,0
548,1,507,4,7,2
548,2,497,3,0,5
549,0,814,985,446,0
549,1,390,2,7,3
549,2,382,2,0,5
550,0,814,985,446,0
550,1,507,2,7,2
550,2,352,4,0,4
551,0,814,985,446,0
551,1,507,3,7,2
551,2,487,4,5,7
551,3,333,4,0,10
552,0,814,985,446,0
552,1,507,3,7,2
552,2,487,3,5,7
552,3,442,2,0,9
553,0,814,985,446,0
553,1,507,2,7,2
553,2,282,2,0,6
554,0,814,985,446,0
554,1,364,3,5,3
554,2,356,3,0,5
555,0,814,985,446,0
555,1,507,4,7,2
555,2,352,2,0,4
556,0,814,985,446,0
556,1,507,3,7,2
556,2,487,4,5,7
556,3,485,2,0,10
557,0,814,985,446,0
557,1,507,2,7,2
557,2,487,2,5,7
557,3,485,4,0,10
558,0,814,985,446,0
558,1,507,2,7,2
558,2,352,2,0,4
559,0,814,985,446,0
559,1,364,3,5,3
559,2,356,3,0,5
560,0,814,985,446,0
560,1,364,4,5,3
560,2,208,3,0,8
561,0,814,985,446,0
561,1,529,3,6,4
561,2,485,4,0,8
562,0,814,985,446,0
562,1,507,2,7,2
562,2,487,3,5,7
562,3,302,2,0,10
563,0,814,985,446,0
563,1,507,2,7,2
563,2,487,4,5,7
563,3,485,3,0,10
564,0,814,985,446,0
564,1,507,4,7,2
564,2,352,3,0,4
565,0,814,985,446,0
565,1,391,2,5,2
565,2,383,2,0,4
566,0,814,985,446,0
566,1,391,3,7,2
566,2,383,4,1,4
567,0,814,985,446,0
567,1,507,2,7,2
567,2,487,3,5,7
567,3,333,3,0,9
568,0,814,985,446,0
568,1,507,4,7,2
568,2,487,4,5,7
568,3,485,2,0,10
569,0,814,985,446,0
569,1,390,2,7,3
569,2,382,2,0,5
570,0,814,985,446,0
570,1,535,4,5,3
570,2,286,4,0,8
571,0,814,985,446,0
571,1,540,2,7,2
571,2,332,3,0,6
572,0,814,985,446,0
572,1,507,4,7,2
572,2,487,3,5,7
572,3,421,3,0,10
573,0,814,985,446,0
573,1,391,2,5,2
573,2,383,3,0,4
574,0,814,985,446,0
574,1,522,4,6,3
574,2,464,3,1,6
575,0,814,985,446,0
575,1,507,2,7,2
575,2,487,3,5,7
575,3,485,4,0,10
576,0,814,985,446,0
576,1,507,2,7,2
576,2,487,2,5,7
576,3,308,4,0,10
577,0,814,985,446,0
577,1,539,4,6,3
577,2,507,3,0,5
578,0,814,985,446,0
578,1,485,4,12,3
578,2,270,3,3,7
578,3,232,2,0,9
579,0,814,985,446,0
579,1,364,3,5,3
579,2,356,3,0,5
580,0,814,985,446,0
580,1,507,2,7,2
580,2,487,3,5,7
580,3,485,3,0,10
581,0,814,985,446,0
581,1,507,4,7,2
581,2,487,2,5,7
581,3,485,3,0,10
582,0,814,985,446,0
582,1,379,4,5,3
582,2,371,3,0,5
583,0,814,985,446,0
583,1,507,4,7,2
583,2,505,4,0,4
584,0,814,985,446,0
584,1,507,2,7,2
584,2,352,4,0,4
585,0,814,985,446,0
585,1,507,4,7,2
585,2,352,4,0,5
586,0,814,985,446,0
586,1,507,4,7,2
586,2,487,3,5,7
586,3,250,2,0,12
587,0,814,985,446,0
587,1,518,3,5,3
587,2,323,2,0,7
588,0,814,985,446,0
588,1,507,3,7,2
588,2,487,4,5,7
588,3,485,2,0,10
589,0,814,985,446,0
589,1,511,3,5,3
589,2,360,4,0,5
590,0,814,985,446,0
590,1,507,2,7,2
590,2,487,3,5,7
590,3,485,4,0,10
591,0,814,985,446,0
591,1,499,2,6,3
591,2,310,2,0,6
592,0,814,985,446,0
592,1,507,3,7,2
592,2,487,3,5,7
592,3,485,2,0,10
593,0,814,985,446,0
593,1,507,2,7,2
593,2,487,3,5,7
593,3,333,3,0,9
594,0,814,985,446,0
594,1,507,3,7,2
594,2,443,3,0,5
595,0,814,985,446,0
595,1,507,3,7,2
595,2,487,3,5,7
595,3,485,2,0,10
596,0,814,985,446,0
596,1,383,3,5,3
596,2,356,3,0,5
597,0,814,985,446,0
597,1,507,4,7,2
597,2,327,2,0,5
598,0,814,985,446,0
598,1,507,3,7,2
598,2,487,4,5,7
598,3,485,3,0,10
599,0,814,985,446,0
599,1,507,3,7,2
599,2,466,3,0,5
600,0,814,985,446,0
600,1,507,2,7,2
600,2,352,4,0,4
601,0,814,985,446,0
601,1,507,4,7,2
601,2,487,4,5,7
601,3,485,2,0,10
602,0,814,985,446,0
602,1,391,2,6,2
602,2,383,4,0,4
603,0,814,985,446,0
603,1,507,3,7,2
603,2,487,2,5,7
603,3,444,3,0,10
604,0,814,985,446,0
604,1,507,3,7,2
604,2,487,3,5,7
604,3,485,3,0,10
605,0,814,985,446,0
605,1,507,4,7,2
605,2,309,4,0,5
606,0,814,985,446,0
606,1,427,4,5,4
606,2,266,3,0,7
607,0,814,985,446,0
607,1,507,2,7,2
607,2,487,4,5,7
607,3,485,3,0,10
608,0,814,985,446,0
608,1,391,4,5,2
608,2,383,4,3,4
608,3,341,4,0,6
609,0,814,985,446,0
609,1,507,3,7,2
609,2,487,4,5,7
609,3,333,4,0,9
610,0,814,985,446,0
610,1,516,3,5,2
610,2,362,3,1,4
611,0,814,985,446,0
611,1,507,3,7,2
611,2,487,3,5,7
611,3,485,3,0,10
612,0,814,985,446,0
612,1,507,2,7,2
612,2,487,3,5,7
612,3,307,3,0,9
613,0,814,985,446,0
613,1,507,3,7,2
613,2,487,3,5,7
613,3,485,2,0,10
614,0,814,985,446,0
614,1,507,3,7,2
614,2,321,3,0,5
615,0,814,985,446,0
615,1,507,4,7,2
615,2,352,4,0,4
616,0,814,985,446,0
616,1,507,3,7,2
616,2,487,2,5,7
616,3,485,4,0,10
617,0,814,985,446,0
617,1,507,3,7,2
617,2,487,3,5,7
617,3,485,3,0,10
618,0,814,985,446,0
618,1,507,4,7,2
618,2,431,4,0,6
619,0,814,985,446,0
619,1,507,4,7,2
619,2,460,3,0,5
620,0,814,985,446,0
620,1,535,3,5,3
620,2,321,4,0,8
621,0,814,985,446,0
621,1,507,4,7,2
621,2,487,2,5,7
621,3,485,2,0,10
622,0,814,985,446,0
622,1,532,4,5,3
622,2,529,3,3,5
622,3,351,3,0,8
623,0,814,985,446,0
623,1,487,4,6,3
623,2,167,2,0,11
624,0,814,985,446,0
624,1,525,3,5,3
624,2,519,4,0,6
625,0,814,985,446,0
625,1,507,4,7,2
625,2,487,3,5,7
625,3,485,2,0,10
626,0,814,985,446,0
626,1,507,3,7,2
626,2,259,3,0,9
627,0,814,985,446,0
627,1,507,4,7,2
627,2,487,4,5,7
627,3,485,2,0,10
628,0,814,985,446,0
628,1,529,2,6,4
628,2,355,4,0,7
629,0,814,985,446,0
629,1,379,3,7,3
629,2,352,4,0,6
630,0,814,985,446,0
630,1,507,3,7,2
630,2,487,3,5,7
630,3,485,4,0,10
631,0,814,985,446,0
631,1,485,3,5,3
631,2,406,2,0,6
632,0,814,985,446,0
632,1,507,3,7,2
632,2,349,4,0,7
633,0,814,985,446,0
633,1,376,3,6,3
633,2,230,3,0,9
634,0,814,985,446,0
634,1,390,3,7,3
634,2,382,4,0,5
635,0,814,985,446,0
635,1,507,4,7,2
635,2,487,2,5,7
635,3,485,4,0,10
636,0,814,985,446,0
636,1,507,4,7,2
636,2,487,4,0,5
637,0,814,985,446,0
637,1,507,3,7,2
637,2,488,2,0,5
638,0,814,985,446,0
638,1,507,3,7,2
638,2,487,3,5,7
638,3,410,3,0,12
639,0,814,985,446,0
639,1,507,2,7,2
639,2,323,3,0,6
640,0,814,985,446,0
640,1,539,2,6,3
640,2,507,2,0,5
641,0,814,985,446,0
641,1,507,2,7,2
641,2,487,2,5,7
641,3,485,3,0,10
642,0,814,985,446,0
642,1,507,3,7,2
642,2,504,3,0,4
643,0,814,985,446,0
643,1,507,2,7,2
643,2,487,3,5,7
643,3,324,4,0,9
644,0,814,985,446,0
644,1,350,2,6,3
644,2,342,4,0,5
645,0,814,985,446,0
645,1,507,3,7,2
645,2,352,3,0,4
646,0,814,985,446,0
646,1,507,2,7,2
646,2,487,3,5,7
646,3,485,2,0,10
647,0,814,985,446,0
647,1,507,2,7,2
647,2,288,2,0,6
648,0,814,985,446,0
648,1,507,3,7,2
648,2,345,4,0,5
649,0,814,985,446,0
649,1,507,3,7,2
649,2,501,3,0,5
650,0,814,985,446,0
650,1,507,3,7,2
650,2,307,2,0,6
651,0,814,985,446,0
651,1,507,4,7,2
651,2,487,4,5,7
651,3,485,4,0,10
652,0,814,985,446,0
652,1,507,3,7,2
652,2,487,3,5,7
652,3,485,2,0,10
653,0,814,985,446,0
653,1,507,3,7,2
653,2,466,3,0,5
654,0,814,985,446,0
654,1,507,3,7,2
654,2,352,3,0,4
655,0,814,985,446,0
655,1,507,3,7,2
655,2,487,2,5,7
655,3,485,2,0,10
656,0,814,985,446,0
656,1,507,3,7,2
656,2,487,2,5,7
656,3,302,3,0,10
657,0,814,985,446,0
657,1,350,4,5,3
657,2,233,3,0,7
658,0,814,985,446,0
658,1,507,3,7,2
658,2,487,2,5,7
658,3,302,2,0,10
659,0,814,985,446,0
659,1,507,3,7,2
659,2,349,2,0,7
660,0,814,985,446,0
660,1,503,3,7,3
660,2,491,4,0,6
661,0,814,985,446,0
661,1,507,3,7,2
661,2,487,3,5,7
661,3,485,3,0,10
662,0,814,985,446,0
662,1,507,3,7,2
662,2,487,2,5,7
662,3,485,2,0,10
663,0,814,985,446,0
663,1,518,2,5,3
663,2,373,4,0,5
664,0,814,985,446,0
664,1,507,4,7,2
664,2,327,3,0,5
665,0,814,985,446,0
665,1,507,2,7,2
665,2,321,2,0,5
666,0,814,985,446,0
666,1,507,3,7,2
666,2,411,3,0,6
667,0,814,985,446,0
667,1,507,3,7,2
667,2,487,3,5,7
667,3,421,3,0,10
668,0,814,985,446,0
668,1,507,3,7,2
668,2,487,3,5,7
668,3,485,3,0,10
669,0,814,985,446,0
669,1,507,2,7,2
669,2,487,3,5,7
669,3,485,3,0,10
670,0,814,985,446,0
670,1,529,2,6,4
670,2,485,3,0,8
671,0,814,985,446,0
671,1,507,3,7,2
671,2,487,4,5,7
671,3,333,3,0,9
672,0,814,985,446,0
672,1,522,3,6,3
672,2,464,4,1,6
673,0,814,985,446,0
673,1,507,2,7,2
673,2,491,4,6,5
673,3,461,3,0,8
674,0,814,985,446,0
