experiment,iteration,sigma,attributes,objects,closure
332,1,1282,40,344,4
332,2,784,40,0,7
333,0,4933,40,202599,0
333,1,4244,40,598,4
333,2,1854,40,0,11
334,0,4933,40,202599,0
334,1,4064,40,586,4
334,2,1997,40,0,8
335,0,4933,40,202599,0
335,1,4330,40,1556,3
335,2,2630,40,0,7
336,0,4933,40,202599,0
336,1,4075,40,1186,4
336,2,2512,40,0,7
337,0,4933,40,202599,0
337,1,4297,40,230,4
337,2,1575,40,1,11
338,0,4933,40,202599,0
338,1,1813,40,2579,6
338,2,567,40,3,10
338,3,147,40,0,14
339,0,4933,40,202599,0
339,1,3524,40,331,5
339,2,1917,40,0,8
340,0,4933,40,202599,0
340,1,4303,40,534,4
340,2,3802,40,1,9
341,0,4933,40,202599,0
341,1,2954,40,301,5
341,2,2221,40,0,8
342,0,4933,40,202599,0
342,1,4285,40,1393,4
342,2,1528,40,0,10
343,0,4933,40,202599,0
343,1,3913,40,397,4
343,2,1549,40,0,8
344,0,4933,40,202599,0
344,1,3036,40,294,4
344,2,2533,40,0,7
345,0,4933,40,202599,0
345,1,1319,40,223,4
345,2,959,40,0,9
346,0,4933,40,202599,0
346,1,4329,40,666,3
346,2,2553,40,0,7
347,0,4933,40,202599,0
347,1,4215,40,2893,4
347,2,2231,40,0,8
348,0,4933,40,202599,0
348,1,1309,40,337,4
348,2,762,40,0,7
349,0,4933,40,202599,0
349,1,4294,40,298,3
349,2,2373,40,0,7
350,0,4933,40,202599,0
350,1,2737,40,955,4
350,2,356,40,0,9
351,0,4933,40,202599,0
351,1,1292,40,3389,4
351,2,794,40,0,7
352,0,4933,40,202599,0
352,1,4275,40,703,3
352,2,2380,40,0,7
353,0,4933,40,202599,0
353,1,2821,40,213,5
353,2,856,40,0,9
354,0,4933,40,202599,0
354,1,4306,40,435,3
354,2,2560,40,0,7
355,0,4933,40,202599,0
355,1,1319,40,355,4
355,2,444,40,8,11
355,3,46,40,0,13
356,0,4933,40,202599,0
356,1,4203,40,3202,4
356,2,769,40,0,7
357,0,4933,40,202599,0
357,1,3188,40,943,4
357,2,2684,40,0,6
358,0,4933,40,202599,0
358,1,1298,40,240,4
358,2,811,40,0,7
359,0,4933,40,202599,0
359,1,4074,40,412,5
359,2,2348,40,0,9
360,0,4933,40,202599,0
360,1,4275,40,3463,3
360,2,2428,40,0,7
361,0,4933,40,202599,0
361,1,4330,40,1692,3
361,2,792,40,0,7
362,0,4933,40,202599,0
362,1,3174,40,408,4
362,2,2579,40,0,7
363,0,4933,40,202599,0
363,1,2916,40,231,5
363,2,1015,40,35,9
363,3,468,40,0,14
364,0,4933,40,202599,0
364,1,1302,40,2589,4
364,2,779,40,0,7
365,0,4933,40,202599,0
365,1,3191,40,263,4
365,2,1119,40,3,8
365,3,619,40,0,11
366,0,4933,40,202599,0
366,1,4318,40,364,4
366,2,2678,40,0,7
367,0,4933,40,202599,0
367,1,3137,40,405,4
367,2,985,40,0,8
368,0,4933,40,202599,0
368,1,4287,40,5295,3
368,2,2477,40,32,9
368,3,875,40,0,13
369,0,4933,40,202599,0
369,1,4294,40,419,3
369,2,2374,40,0,7
370,0,4933,40,202599,0
370,1,4294,40,298,3
370,2,2645,40,0,6
371,0,4933,40,202599,0
371,1,4274,40,2132,3
371,2,1285,40,0,8
372,0,4933,40,202599,0
372,1,4181,40,250,4
372,2,2562,40,0,7
373,0,4933,40,202599,0
373,1,4244,40,598,4
373,2,722,40,0,9
374,0,4933,40,202599,0
374,1,4330,40,663,3
374,2,2548,40,0,7
375,0,4933,40,202599,0
375,1,4326,40,475,4
375,2,2500,40,0,8
376,0,4933,40,202599,0
376,1,3185,40,655,4
376,2,2062,40,14,8
376,3,1541,40,0,12
377,0,4933,40,202599,0
377,1,4330,40,1692,3
377,2,2706,40,0,7
378,0,4933,40,202599,0
378,1,4329,40,666,3
378,2,811,40,0,7
379,0,4933,40,202599,0
379,1,4330,40,1920,3
379,2,2331,40,0,8
380,0,4933,40,202599,0
380,1,4091,40,1790,5
380,2,1702,40,5,11
380,3,295,40,0,15
381,0,4933,40,202599,0
381,1,4299,40,1304,4
381,2,2584,40,0,8
382,0,4933,40,202599,0
382,1,4330,40,636,3
382,2,1405,40,0,10
383,0,4933,40,202599,0
383,1,3916,40,1972,4
383,2,1482,40,0,10
384,0,4933,40,202599,0
384,1,4328,40,550,4
384,2,820,40,0,8
385,0,4933,40,202599,0
385,1,4310,40,778,4
385,2,1535,40,0,11
386,0,4933,40,202599,0
386,1,1297,40,3329,4
386,2,791,40,0,6
387,0,4933,40,202599,0
387,1,4330,40,324,3
387,2,2531,40,0,8
388,0,4933,40,202599,0
388,1,4319,40,630,4
388,2,2506,40,0,7
389,0,4933,40,202599,0
389,1,4330,40,559,3
389,2,2574,40,1,10
390,0,4933,40,202599,0
390,1,4287,40,3319,4
390,2,2549,40,0,7
391,0,4933,40,202599,0
391,1,4330,40,558,3
391,2,811,40,0,7
392,0,4933,40,202599,0
392,1,4275,40,253,4
392,2,2492,40,0,8
393,0,4933,40,202599,0
393,1,4244,40,486,4
393,2,728,40,0,8
394,0,4933,40,202599,0
394,1,2943,40,728,5
394,2,2385,40,0,9
395,0,4933,40,202599,0
395,1,4294,40,419,3
395,2,2318,40,0,8
396,0,4933,40,202599,0
396,1,4289,40,1581,4
396,2,2430,40,0,8
397,0,4933,40,202599,0
397,1,2721,40,1251,5
397,2,2260,40,0,9
398,0,4933,40,202599,0
398,1,4315,40,294,4
398,2,803,40,0,7
399,0,4933,40,202599,0
399,1,3033,40,1936,4
399,2,671,40,12,8
399,3,254,40,0,13
400,0,4933,40,202599,0
400,1,4329,40,666,3
400,2,2172,40,0,8
401,0,4933,40,202599,0
401,1,4330,40,324,3
401,2,2642,40,0,6
402,0,4933,40,202599,0
402,1,3186,40,666,4
402,2,2677,40,0,8
403,0,4933,40,202599,0
403,1,4330,40,224,4
403,2,3266,40,0,9
404,0,4933,40,202599,0
404,1,3953,40,1238,4
404,2,3603,40,105,8
404,3,1667,40,0,12
405,0,4933,40,202599,0
405,1,4277,40,278,4
405,2,703,40,0,10
406,0,4933,40,202599,0
406,1,4287,40,871,4
406,2,790,40,0,7
407,0,4933,40,202599,0
407,1,1324,40,229,4
407,2,968,40,3,9
407,3,388,40,0,13
408,0,4933,40,202599,0
408,1,4124,40,1380,5
408,2,2464,40,10,10
408,3,1088,40,0,13
409,0,4933,40,202599,0
409,1,3191,40,224,4
409,2,2693,40,0,6
410,0,4933,40,202599,0
410,1,3016,40,356,4
410,2,2442,40,0,7
411,0,4933,40,202599,0
411,1,2883,40,510,5
411,2,858,40,32,9
411,3,437,40,0,12
412,0,4933,40,202599,0
412,1,2527,40,976,6
412,2,844,40,3,10
412,3,540,40,0,13
413,0,4933,40,202599,0
413,1,1295,40,511,4
413,2,749,40,0,8
414,0,4933,40,202599,0
414,1,4263,40,1107,3
414,2,2384,40,0,7
415,0,4933,40,202599,0
415,1,3186,40,666,4
415,2,2675,40,0,7
416,0,4933,40,202599,0
416,1,2821,40,213,5
416,2,2334,40,0,7
417,0,4933,40,202599,0
417,1,3126,40,338,4
417,2,2355,40,0,8
418,0,4933,40,202599,0
418,1,4064,40,586,4
418,2,2165,40,0,8
419,0,4933,40,202599,0
419,1,2979,40,248,5
419,2,2364,40,0,8
420,0,4933,40,202599,0
420,1,4077,40,467,4
420,2,511,40,0,10
421,0,4933,40,202599,0
421,1,4081,40,418,4
421,2,2104,40,0,8
422,0,4933,40,202599,0
422,1,4310,40,218,4
422,2,2691,40,0,7
423,0,4933,40,202599,0
423,1,2921,40,232,5
423,2,882,40,0,10
424,0,4933,40,202599,0
424,1,4077,40,467,4
424,2,2261,40,0,8
425,0,4933,40,202599,0
425,1,3708,40,313,5
425,2,2000,40,0,8
426,0,4933,40,202599,0
426,1,4330,40,1566,3
426,2,2500,40,0,7
427,0,4933,40,202599,0
427,1,4203,40,3202,4
427,2,2435,40,0,7
428,0,4933,40,202599,0
428,1,4285,40,1393,4
428,2,2256,40,0,9
429,0,4933,40,202599,0
429,1,2933,40,463,5
429,2,1604,40,0,10
430,0,4933,40,202599,0
430,1,4244,40,2672,4
430,2,709,40,0,8
431,0,4933,40,202599,0
431,1,3239,40,3116,3
431,2,2668,40,3,6
431,3,1960,40,0,9
432,0,4933,40,202599,0
432,1,3187,40,563,4
432,2,2488,40,0,7
433,0,4933,40,202599,0
433,1,2879,40,296,6
433,2,1792,40,2,8
433,3,962,40,0,12
434,0,4933,40,202599,0
434,1,3478,40,376,5
434,2,2895,40,4,8
434,3,132,40,0,14
435,0,4933,40,202599,0
435,1,4330,40,1124,3
435,2,2053,40,0,9
436,0,4933,40,202599,0
436,1,4216,40,214,4
436,2,2361,40,0,8
437,0,4933,40,202599,0
437,1,2682,40,1216,5
437,2,766,40,0,9
438,0,4933,40,202599,0
438,1,3036,40,294,4
438,2,1003,40,2,7
438,3,350,40,0,12
439,0,4933,40,202599,0
439,1,2933,40,613,5
439,2,874,40,4,9
439,3,500,40,0,13
440,0,4933,40,202599,0
440,1,4330,40,1534,3
440,2,771,40,0,7
441,0,4933,40,202599,0
441,1,3893,40,1323,4
441,2,2186,40,0,8
442,0,4933,40,202599,0
442,1,4294,40,298,3
442,2,2411,40,0,7
443,0,4933,40,202599,0
443,1,3873,40,278,5
443,2,1830,40,0,9
444,0,4933,40,202599,0
444,1,2794,40,1822,5
444,2,718,40,16,11
444,3,236,40,0,15
445,0,4933,40,202599,0
445,1,4215,40,1778,4
445,2,2096,40,0,9
446,0,4933,40,202599,0
446,1,4275,40,3463,3
446,2,2428,40,0,7
447,0,4933,40,202599,0
447,1,4216,40,214,4
447,2,808,40,0,6
448,0,4933,40,202599,0
448,1,4274,40,541,5
448,2,2430,40,0,9
449,0,4933,40,202599,0
449,1,3174,40,408,4
449,2,720,40,1,9
450,0,4933,40,202599,0
450,1,2952,40,260,5
450,2,2402,40,0,8
451,0,4933,40,202599,0
451,1,1318,40,326,4
451,2,818,40,0,6
452,0,4933,40,202599,0
452,1,4187,40,1709,4
452,2,2417,40,0,8
453,0,4933,40,202599,0
453,1,4197,40,1008,5
453,2,3575,40,0,11
454,0,4933,40,202599,0
454,1,3986,40,237,5
454,2,1631,40,0,9
455,0,4933,40,202599,0
455,1,3925,40,834,4
455,2,2209,40,0,7
456,0,4933,40,202599,0
456,1,2956,40,1662,5
456,2,1241,40,447,9
456,3,434,40,441,11
456,4,43,40,0,14
457,0,4933,40,202599,0
457,1,2955,40,2282,5
457,2,2139,40,0,8
458,0,4933,40,202599,0
458,1,4330,40,636,3
458,2,2510,40,0,7
459,0,4933,40,202599,0
459,1,4296,40,271,3
459,2,2512,40,0,6
460,0,4933,40,202599,0
460,1,1257,40,648,5
460,2,776,40,0,7
461,0,4933,40,202599,0
461,1,4330,40,663,3
461,2,2604,40,0,7
462,0,4933,40,202599,0
462,1,3203,40,535,4
462,2,2615,40,0,7
463,0,4933,40,202599,0
463,1,1285,40,653,4
463,2,787,40,0,7
464,0,4933,40,202599,0
464,1,4330,40,1920,3
464,2,821,40,0,7
465,0,4933,40,202599,0
465,1,4306,40,435,3
465,2,2400,40,0,8
466,0,4933,40,202599,0
466,1,3191,40,224,4
466,2,2593,40,0,7
467,0,4933,40,202599,0
467,1,4304,40,596,3
467,2,2431,40,0,7
468,0,4933,40,202599,0
468,1,3213,40,296,4
468,2,2713,40,0,6
469,0,4933,40,202599,0
469,1,4330,40,636,3
469,2,802,40,0,7
470,0,4933,40,202599,0
470,1,4330,40,364,3
470,2,2579,40,0,7
471,0,4933,40,202599,0
471,1,2928,40,315,5
471,2,2418,40,0,7
472,0,4933,40,202599,0
472,1,4315,40,294,4
472,2,2294,40,0,8
473,0,4933,40,202599,0
473,1,3913,40,397,4
473,2,2030,40,0,8
474,0,4933,40,202599,0
474,1,2839,40,329,4
474,2,828,40,1,8
475,0,4933,40,202599,0
475,1,4192,40,224,5
475,2,2380,40,0,9
476,0,4933,40,202599,0
476,1,4330,40,1534,3
476,2,3270,40,7,8
476,3,452,40,0,12
477,0,4933,40,202599,0
477,1,2340,40,953,6
477,2,1748,40,0,9
478,0,4933,40,202599,0
478,1,2931,40,232,5
478,2,1299,40,0,10
479,0,4933,40,202599,0
479,1,4330,40,636,3
479,2,3122,40,0,8
480,0,4933,40,202599,0
480,1,4253,40,836,4
480,2,2984,40,0,9
481,0,4933,40,202599,0
481,1,3099,40,305,4
481,2,2413,40,0,7
482,0,4933,40,202599,0
482,1,4242,40,2364,4
482,2,2108,40,0,9
483,0,4933,40,202599,0
483,1,4199,40,807,4
483,2,2372,40,0,8
484,0,4933,40,202599,0
484,1,4275,40,420,4
484,2,1539,40,0,8
485,0,4933,40,202599,0
485,1,4277,40,889,4
485,2,2652,40,0,7
486,0,4933,40,202599,0
486,1,4275,40,420,4
486,2,2290,40,0,8
487,0,4933,40,202599,0
487,1,4271,40,1016,4
487,2,2612,40,0,7
488,0,4933,40,202599,0
488,1,1319,40,223,4
488,2,395,40,0,10
489,0,4933,40,202599,0
489,1,4287,40,252,4
489,2,2346,40,0,8
490,0,4933,40,202599,0
490,1,2546,40,317,5
490,2,1189,40,237,7
490,3,495,40,20,11
490,4,103,40,0,17
491,0,4933,40,202599,0
491,1,4330,40,663,3
491,2,818,40,0,7
492,0,4933,40,202599,0
492,1,4242,40,591,4
492,2,1861,40,0,9
493,0,4933,40,202599,0
493,1,4214,40,236,4
493,2,2566,40,0,7
494,0,4933,40,202599,0
494,1,4330,40,1089,3
494,2,2372,40,0,8
495,0,4933,40,202599,0
495,1,4275,40,703,3
495,2,2477,40,0,7
496,0,4933,40,202599,0
496,1,4287,40,871,4
496,2,2479,40,0,10
497,0,4933,40,202599,0
497,1,4330,40,1692,3
497,2,787,40,0,8
498,0,4933,40,202599,0
498,1,4330,40,1692,3
498,2,788,40,0,8
499,0,4933,40,202599,0
499,1,4158,40,890,4
499,2,734,40,0,8
500,0,4933,40,202599,0
500,1,4296,40,271,3
500,2,2496,40,0,7
501,0,4933,40,202599,0
501,1,3213,40,296,4
501,2,2713,40,0,7
502,0,4933,40,202599,0
502,1,4157,40,1124,4
502,2,2349,40,0,7
503,0,4933,40,202599,0
503,1,4330,40,388,3
503,2,2539,40,0,7
504,0,4933,40,202599,0
504,1,2933,40,613,5
504,2,824,40,7,10
504,3,250,40,0,16
505,0,4933,40,202599,0
505,1,1049,40,966,5
505,2,420,40,0,11
506,0,4933,40,202599,0
506,1,4234,40,402,4
506,2,2364,40,11,9
506,3,1177,40,0,12
507,0,4933,40,202599,0
507,1,1285,40,653,4
507,2,789,40,0,8
508,0,4933,40,202599,0
508,1,2278,40,703,6
508,2,1105,40,116,8
508,3,632,40,0,11
509,0,4933,40,202599,0
509,1,2763,40,1026,4
509,2,248,40,0,9
510,0,4933,40,202599,0
510,1,4330,40,1920,3
510,2,818,40,0,7
511,0,4933,40,202599,0
511,1,4330,40,3246,3
511,2,1855,40,0,8
512,0,4933,40,202599,0
512,1,2642,40,1308,5
512,2,937,40,1,10
513,0,4933,40,202599,0
513,1,4274,40,541,5
513,2,2548,40,0,7
514,0,4933,40,202599,0
514,1,4190,40,274,4
514,2,2454,40,2,9
514,3,1557,40,0,12
515,0,4933,40,202599,0
515,1,2698,40,287,5
515,2,1244,40,1,9
516,0,4933,40,202599,0
516,1,4258,40,270,4
516,2,802,40,0,7
517,0,4933,40,202599,0
517,1,3239,40,3116,3
517,2,2736,40,0,5
518,0,4933,40,202599,0
518,1,4330,40,1859,3
518,2,1801,40,0,9
519,0,4933,40,202599,0
519,1,3751,40,2110,5
519,2,410,40,0,8
520,0,4933,40,202599,0
520,1,2731,40,226,6
520,2,1077,40,3,9
520,3,766,40,0,12
521,0,4933,40,202599,0
521,1,3036,40,294,4
521,2,1070,40,25,6
521,3,739,40,0,11
522,0,4933,40,202599,0
522,1,4324,40,1156,4
522,2,2452,40,0,8
523,0,4933,40,202599,0
523,1,4257,40,481,4
523,2,746,40,0,9
524,0,4933,40,202599,0
524,1,2536,40,265,6
524,2,681,40,14,10
524,3,395,40,7,12
524,4,111,40,0,14
525,0,4933,40,202599,0
525,1,3126,40,338,4
525,2,2462,40,0,8
526,0,4933,40,202599,0
526,1,4330,40,1859,3
526,2,2687,40,0,7
527,0,4933,40,202599,0
527,1,4330,40,1692,3
527,2,3866,40,104,8
527,3,1440,40,0,13
528,0,4933,40,202599,0
528,1,2713,40,256,5
528,2,1858,40,0,10
529,0,4933,40,202599,0
529,1,1310,40,351,4
529,2,563,40,0,10
530,0,4933,40,202599,0
530,1,4244,40,486,4
530,2,1987,40,0,9
531,0,4933,40,202599,0
531,1,3010,40,806,4
531,2,798,40,126,7
531,3,325,40,0,10
532,0,4933,40,202599,0
532,1,4254,40,1481,3
532,2,2133,40,0,8
533,0,4933,40,202599,0
533,1,2730,40,319,4
533,2,716,40,10,7
533,3,228,40,0,12
534,0,4933,40,202599,0
534,1,1237,40,281,4
534,2,754,40,0,7
535,0,4933,40,202599,0
535,1,4285,40,1393,4
535,2,2532,40,0,8
536,0,4933,40,202599,0
536,1,4330,40,558,3
536,2,2646,40,0,7
537,0,4933,40,202599,0
537,1,1064,40,379,5
537,2,547,40,0,9
538,0,4933,40,202599,0
538,1,4330,40,1556,3
538,2,764,40,0,7
539,0,4933,40,202599,0
539,1,2905,40,232,5
539,2,947,40,0,9
540,0,4933,40,202599,0
540,1,4296,40,456,4
540,2,2384,40,0,8
541,0,4933,40,202599,0
541,1,3857,40,268,5
541,2,3175,40,12,10
541,3,1839,40,6,13
541,4,36,40,0,16
542,0,4933,40,202599,0
542,1,2710,40,874,5
542,2,2432,40,0,10
543,0,4933,40,202599,0
543,1,3213,40,296,4
543,2,1209,40,0,8
544,0,4933,40,202599,0
544,1,4330,40,542,3
544,2,2357,40,0,8
545,0,4933,40,202599,0
545,1,4199,40,807,4
545,2,2492,40,0,7
546,0,4933,40,202599,0
546,1,1285,40,550,4
546,2,742,40,12,9
546,3,447,40,0,12
547,0,4933,40,202599,0
547,1,2765,40,218,3
547,2,556,40,0,7
548,0,4933,40,202599,0
548,1,3099,40,305,4
548,2,2601,40,0,7
549,0,4933,40,202599,0
549,1,3191,40,263,4
549,2,953,40,17,9
549,3,428,40,1,12
550,0,4933,40,202599,0
550,1,2577,40,986,5
550,2,2127,40,0,7
551,0,4933,40,202599,0
551,1,3121,40,795,4
551,2,876,40,22,9
551,3,436,40,0,11
552,0,4933,40,202599,0
552,1,1310,40,351,4
552,2,811,40,0,7
553,0,4933,40,202599,0
553,1,3051,40,628,4
553,2,2546,40,0,7
554,0,4933,40,202599,0
554,1,4158,40,890,4
554,2,2428,40,0,7
555,0,4933,40,202599,0
555,1,4330,40,558,3
555,2,2646,40,0,7
556,0,4933,40,202599,0
556,1,4330,40,1920,3
556,2,568,40,0,8
557,0,4933,40,202599,0
557,1,3213,40,296,4
557,2,891,40,0,9
558,0,4933,40,202599,0
558,1,2615,40,254,5
558,2,2044,40,0,10
559,0,4933,40,202599,0
559,1,4272,40,260,4
559,2,3695,40,11,9
559,3,2081,40,0,14
560,0,4933,40,202599,0
560,1,4294,40,419,3
560,2,2279,40,0,7
561,0,4933,40,202599,0
561,1,4319,40,261,4
561,2,2540,40,0,8
562,0,4933,40,202599,0
562,1,3151,40,1227,4
562,2,2255,40,0,8
563,0,4933,40,202599,0
563,1,4011,40,236,5
563,2,2222,40,0,9
564,0,4933,40,202599,0
564,1,4330,40,1859,3
564,2,816,40,0,6
565,0,4933,40,202599,0
565,1,1319,40,223,4
565,2,820,40,0,7
566,0,4933,40,202599,0
566,1,4275,40,420,4
566,2,2343,40,0,8
567,0,4933,40,202599,0
567,1,3137,40,405,4
567,2,772,40,12,9
567,3,321,40,0,12
568,0,4933,40,202599,0
568,1,4330,40,663,3
568,2,2536,40,0,7
569,0,4933,40,202599,0
569,1,2946,40,272,5
569,2,794,40,21,10
569,3,258,40,3,14
569,4,24,40,0,16
570,0,4933,40,202599,0
570,1,4244,40,318,4
570,2,2471,40,0,8
571,0,4933,40,202599,0
571,1,1966,40,209,6
571,2,1468,40,0,8
572,0,4933,40,202599,0
572,1,4306,40,435,3
572,2,2227,40,0,7
573,0,4933,40,202599,0
573,1,2712,40,265,5
573,2,1977,40,0,10
574,0,4933,40,202599,0
574,1,1319,40,223,4
574,2,818,40,0,7
575,0,4933,40,202599,0
575,1,4330,40,1692,3
575,2,2378,40,0,8
576,0,4933,40,202599,0
576,1,4257,40,1429,3
576,2,2445,40,0,7
577,0,4933,40,202599,0
577,1,4274,40,322,4
577,2,3174,40,0,10
578,0,4933,40,202599,0
578,1,3926,40,461,5
578,2,1924,40,0,9
579,0,4933,40,202599,0
579,1,3145,40,270,4
579,2,1928,40,1,9
580,0,4933,40,202599,0
580,1,2801,40,234,5
580,2,945,40,1,9
581,0,4933,40,202599,0
581,1,3873,40,278,5
581,2,2250,40,0,8
582,0,4933,40,202599,0
582,1,2894,40,1596,5
582,2,974,40,55,9
582,3,536,40,0,11
583,0,4933,40,202599,0
583,1,3768,40,2265,4
583,2,2129,40,0,8
584,0,4933,40,202599,0
584,1,4329,40,666,3
584,2,2578,40,0,7
585,0,4933,40,202599,0
585,1,2561,40,1153,5
585,2,1764,40,66,8
585,3,566,40,1,11
586,0,4933,40,202599,0
586,1,4163,40,647,4
586,2,2808,40,0,8
587,0,4933,40,202599,0
587,1,1319,40,223,4
587,2,749,40,0,9
588,0,4933,40,202599,0
588,1,4176,40,325,4
588,2,3487,40,0,9
589,0,4933,40,202599,0
589,1,3045,40,237,4
589,2,2545,40,0,7
590,0,4933,40,202599,0
590,1,4252,40,212,4
590,2,3544,40,9,10
590,3,2204,40,0,13
591,0,4933,40,202599,0
591,1,1319,40,355,4
591,2,816,40,0,6
592,0,4933,40,202599,0
592,1,4215,40,1778,4
592,2,2434,40,0,8
593,0,4933,40,202599,0
593,1,4108,40,363,5
593,2,1669,40,0,10
594,0,4933,40,202599,0
594,1,4211,40,454,4
594,2,3170,40,10,10
594,3,1463,40,0,14
595,0,4933,40,202599,0
595,1,3010,40,258,5
595,2,2512,40,0,7
596,0,4933,40,202599,0
596,1,2627,40,1935,5
596,2,2123,40,0,8
597,0,4933,40,202599,0
597,1,4294,40,298,3
597,2,804,40,0,7
598,0,4933,40,202599,0
598,1,4329,40,666,3
598,2,2629,40,0,7
599,0,4933,40,202599,0
599,1,1302,40,268,4
599,2,769,40,0,7
600,0,4933,40,202599,0
600,1,4308,40,259,4
600,2,2456,40,0,8
601,0,4933,40,202599,0
601,1,4330,40,636,3
601,2,2013,40,0,9
602,0,4933,40,202599,0
602,1,3086,40,364,4
602,2,854,40,1,9
603,0,4933,40,202599,0
603,1,2862,40,1367,5
603,2,936,40,20,9
603,3,663,40,0,13
604,0,4933,40,202599,0
604,1,4275,40,703,3
604,2,2516,40,0,7
605,0,4933,40,202599,0
605,1,4330,40,385,3
605,2,816,40,0,6
606,0,4933,40,202599,0
606,1,4077,40,467,4
606,2,2596,40,6,10
606,3,1181,40,0,13
607,0,4933,40,202599,0
607,1,3047,40,400,4
607,2,927,40,14,8
607,3,927,40,0,15
608,0,4933,40,202599,0
608,1,2870,40,212,5
608,2,2385,40,0,7
609,0,4933,40,202599,0
609,1,4190,40,274,4
609,2,805,40,0,7
610,0,4933,40,202599,0
610,1,3895,40,382,4
610,2,2659,40,0,9
611,0,4933,40,202599,0
611,1,4050,40,700,4
611,2,1935,40,56,9
611,3,165,40,0,12
612,0,4933,40,202599,0
612,1,4329,40,666,3
612,2,817,40,0,7
613,0,4933,40,202599,0
613,1,1310,40,351,4
613,2,801,40,0,7
614,0,4933,40,202599,0
614,1,3203,40,535,4
614,2,1170,40,46,8
614,3,689,40,0,11
615,0,4933,40,202599,0
615,1,3099,40,344,4
615,2,2453,40,0,7
616,0,4933,40,202599,0
616,1,4306,40,435,3
616,2,710,40,0,8
617,0,4933,40,202599,0
617,1,4285,40,1393,4
617,2,2171,40,0,9
618,0,4933,40,202599,0
618,1,4308,40,259,4
618,2,2404,40,0,8
619,0,4933,40,202599,0
619,1,3062,40,205,5
619,2,2337,40,0,8
620,0,4933,40,202599,0
620,1,4231,40,721,5
620,2,2621,40,0,8
621,0,4933,40,202599,0
621,1,4069,40,1298,5
621,2,692,40,0,9
622,0,4933,40,202599,0
622,1,4330,40,810,3
622,2,2677,40,0,7
623,0,4933,40,202599,0
623,1,4330,40,385,3
623,2,2123,40,0,7
624,0,4933,40,202599,0
624,1,2870,40,212,5
624,2,1002,40,5,7
624,3,600,40,0,11
625,0,4933,40,202599,0
625,1,4257,40,263,4
625,2,815,40,0,8
626,0,4933,40,202599,0
626,1,3026,40,266,5
626,2,2529,40,0,8
627,0,4933,40,202599,0
627,1,4090,40,516,4
627,2,730,40,0,8
628,0,4933,40,202599,0
628,1,4236,40,1441,4
628,2,694,40,0,9
629,0,4933,40,202599,0
629,1,4277,40,889,4
629,2,745,40,0,9
630,0,4933,40,202599,0
630,1,4296,40,230,4
630,2,2411,40,0,8
631,0,4933,40,202599,0
631,1,2933,40,613,5
631,2,958,40,2,8
631,3,344,40,0,12
632,0,4933,40,202599,0
632,1,2763,40,1026,4
632,2,2130,40,0,9
633,0,4933,40,202599,0
633,1,4111,40,1326,4
633,2,2285,40,0,7
634,0,4933,40,202599,0
634,1,3182,40,438,4
634,2,2675,40,0,6
635,0,4933,40,202599,0
635,1,3149,40,369,4
635,2,2646,40,0,6
636,0,4933,40,202599,0
636,1,1297,40,3329,4
636,2,749,40,0,7
637,0,4933,40,202599,0
637,1,3195,40,861,4
637,2,1233,40,218,7
637,3,575,40,16,10
637,4,184,40,0,12
638,0,4933,40,202599,0
638,1,2801,40,234,5
638,2,1550,40,2,9
638,3,1185,40,0,11
639,0,4933,40,202599,0
639,1,3596,40,3218,4
639,2,3114,40,100,9
639,3,1143,40,0,14
640,0,4933,40,202599,0
640,1,4329,40,666,3
640,2,2686,40,0,7
641,0,4933,40,202599,0
641,1,3911,40,677,4
641,2,405,40,0,10
642,0,4933,40,202599,0
642,1,3895,40,382,4
642,2,2012,40,0,8
643,0,4933,40,202599,0
643,1,4117,40,863,4
643,2,2522,40,0,7
644,0,4933,40,202599,0
644,1,3149,40,369,4
644,2,2591,40,0,7
645,0,4933,40,202599,0
645,1,3097,40,801,4
645,2,888,40,7,10
645,3,594,40,0,14
646,0,4933,40,202599,0
646,1,2504,40,925,5
646,2,2064,40,0,8
647,0,4933,40,202599,0
647,1,1064,40,379,5
647,2,531,40,24,9
647,3,297,40,0,14
648,0,4933,40,202599,0
648,1,4330,40,1534,3
648,2,2230,40,0,8
649,0,4933,40,202599,0
649,1,4275,40,703,3
649,2,1469,40,0,9
650,0,4933,40,202599,0
650,1,4330,40,388,3
650,2,2135,40,0,8
651,0,4933,40,202599,0
651,1,4117,40,863,4
651,2,3735,40,55,9
651,3,1596,40,0,13
652,0,4933,40,202599,0
652,1,4330,40,1566,3
652,2,2615,40,0,7
653,0,4933,40,202599,0
653,1,4330,40,388,3
653,2,2714,40,0,7
654,0,4933,40,202599,0
654,1,4308,40,785,4
654,2,3010,40,0,9
655,0,4933,40,202599,0
655,1,3039,40,269,4
655,2,676,40,2,8
655,3,241,40,0,10
656,0,4933,40,202599,0
656,1,2730,40,319,4
656,2,497,40,4,9
656,3,62,40,0,13
657,0,4933,40,202599,0
657,1,3062,40,205,5
657,2,1061,40,4,9
657,3,562,40,0,12
658,0,4933,40,202599,0
658,1,3273,40,214,6
658,2,1182,40,0,10
659,0,4933,40,202599,0
659,1,1318,40,326,4
659,2,818,40,0,7
660,0,4933,40,202599,0
660,1,4303,40,472,4
660,2,776,40,0,7
661,0,4933,40,202599,0
661,1,4296,40,271,3
661,2,773,40,0,7
662,0,4933,40,202599,0
